date,name stock,ticker stock,ticker
2004-01-04,0.0,0.0,SE
2004-01-11,0.0,0.0,SE
2004-01-18,0.0,0.0,SE
2004-01-25,0.0,0.0,SE
2004-02-01,89.71998787580162,19.770996477057647,SE
2004-02-08,0.0,0.0,SE
2004-02-15,0.0,0.0,SE
2004-02-22,42.16839430162676,0.0,SE
2004-02-29,0.0,0.0,SE
2004-03-07,0.0,0.0,SE
2004-03-14,0.0,17.53277046078697,SE
2004-03-21,0.0,0.0,SE
2004-03-28,0.0,0.0,SE
2004-04-04,43.06559418038478,0.0,SE
2004-04-11,70.87879042188328,31.335164227789477,SE
2004-04-18,0.0,16.78669512203008,SE
2004-04-25,38.579594786594704,0.0,SE
2004-05-02,0.0,0.0,SE
2004-05-09,37.68239490783668,0.0,SE
2004-05-16,0.0,0.0,SE
2004-05-23,0.0,0.0,SE
2004-05-30,0.0,0.0,SE
2004-06-06,0.0,0.0,SE
2004-06-13,0.0,0.0,SE
2004-06-20,0.0,0.0,SE
2004-06-27,39.47679466535271,17.159732791408526,SE
2004-07-04,0.0,0.0,SE
2004-07-11,0.0,20.51707181581454,SE
2004-07-18,0.0,0.0,SE
2004-07-25,0.0,17.159732791408526,SE
2004-08-01,0.0,0.0,SE
2004-08-08,0.0,0.0,SE
2004-08-15,0.0,0.0,SE
2004-08-22,0.0,16.040619783273186,SE
2004-08-29,0.0,0.0,SE
2004-09-05,0.0,15.667582113894738,SE
2004-09-12,0.0,0.0,SE
2004-09-19,0.0,0.0,SE
2004-09-26,32.299195635288584,0.0,SE
2004-10-03,0.0,0.0,SE
2004-10-10,0.0,0.0,SE
2004-10-17,0.0,0.0,SE
2004-10-24,0.0,0.0,SE
2004-10-31,0.0,0.0,SE
2004-11-07,46.65439369541684,0.0,SE
2004-11-14,0.0,0.0,SE
2004-11-21,0.0,0.0,SE
2004-11-28,0.0,0.0,SE
2004-12-05,30.50479587777255,13.429356097624064,SE
2004-12-12,0.0,0.0,SE
2004-12-19,0.0,0.0,SE
2004-12-26,0.0,37.30376693784461,SE
2005-01-02,0.0,0.0,SE
2005-01-09,56.52359236175503,24.99352384835589,SE
2005-01-16,0.0,12.310243089488726,SE
2005-01-23,0.0,0.0,SE
2005-01-30,0.0,0.0,SE
2005-02-06,0.0,12.310243089488726,SE
2005-02-13,26.915996362740486,0.0,SE
2005-02-20,57.42079224051304,0.0,SE
2005-02-27,26.915996362740486,11.937205420110278,SE
2005-03-06,0.0,0.0,SE
2005-03-13,0.0,0.0,SE
2005-03-20,0.0,12.310243089488726,SE
2005-03-27,0.0,0.0,SE
2005-04-03,0.0,0.0,SE
2005-04-10,25.121596605224447,0.0,SE
2005-04-17,0.0,0.0,SE
2005-04-24,0.0,0.0,SE
2005-05-01,0.0,0.0,SE
2005-05-08,0.0,10.81809241197494,SE
2005-05-15,72.67319017939931,0.0,SE
2005-05-22,25.121596605224447,0.0,SE
2005-05-29,0.0,0.0,SE
2005-06-05,0.0,0.0,SE
2005-06-12,0.0,0.0,SE
2005-06-19,0.0,11.191130081353387,SE
2005-06-26,0.0,0.0,SE
2005-07-03,0.0,33.946427913438605,SE
2005-07-10,25.121596605224447,0.0,SE
2005-07-17,50.243193210448894,11.191130081353387,SE
2005-07-24,0.0,11.191130081353387,SE
2005-07-31,0.0,0.0,SE
2005-08-07,0.0,11.191130081353387,SE
2005-08-14,25.121596605224447,10.81809241197494,SE
2005-08-21,0.0,0.0,SE
2005-08-28,0.0,0.0,SE
2005-09-04,22.429996968950405,0.0,SE
2005-09-11,0.0,9.6989794038396,SE
2005-09-18,0.0,0.0,SE
2005-09-25,21.53279709019239,0.0,SE
2005-10-02,21.53279709019239,0.0,SE
2005-10-09,20.635597211434373,0.0,SE
2005-10-16,20.635597211434373,0.0,SE
2005-10-23,20.635597211434373,8.952904065082711,SE
2005-10-30,0.0,9.325941734461155,SE
2005-11-06,0.0,0.0,SE
2005-11-13,19.738397332676357,0.0,SE
2005-11-20,20.635597211434373,0.0,SE
2005-11-27,37.68239490783668,16.78669512203008,SE
2005-12-04,0.0,0.0,SE
2005-12-11,38.579594786594704,0.0,SE
2005-12-18,0.0,9.325941734461155,SE
2005-12-25,0.0,0.0,SE
2006-01-01,0.0,17.905808130165422,SE
2006-01-08,0.0,16.040619783273186,SE
2006-01-15,34.99079527156263,15.667582113894738,SE
2006-01-22,17.046797696402308,7.833791056947369,SE
2006-01-29,0.0,0.0,SE
2006-02-05,51.14039308920693,7.460753387568923,SE
2006-02-12,17.046797696402308,0.0,SE
2006-02-19,17.046797696402308,7.460753387568923,SE
2006-02-26,0.0,0.0,SE
2006-03-05,16.149597817644292,7.087715718190478,SE
2006-03-12,0.0,14.548469105759402,SE
2006-03-19,16.149597817644292,7.087715718190478,SE
2006-03-26,0.0,7.087715718190478,SE
2006-04-02,0.0,0.0,SE
2006-04-09,0.0,0.0,SE
2006-04-16,17.046797696402308,0.0,SE
2006-04-23,16.149597817644292,0.0,SE
2006-04-30,0.0,7.460753387568923,SE
2006-05-07,0.0,7.087715718190478,SE
2006-05-14,15.252397938886276,0.0,SE
2006-05-21,0.0,0.0,SE
2006-05-28,0.0,0.0,SE
2006-06-04,0.0,7.087715718190478,SE
2006-06-11,0.0,14.548469105759402,SE
2006-06-18,32.299195635288584,0.0,SE
2006-06-25,0.0,7.087715718190478,SE
2006-07-02,17.046797696402308,0.0,SE
2006-07-09,16.149597817644292,7.460753387568923,SE
2006-07-16,16.149597817644292,0.0,SE
2006-07-23,16.149597817644292,0.0,SE
2006-07-30,0.0,0.0,SE
2006-08-06,0.0,0.0,SE
2006-08-13,0.0,0.0,SE
2006-08-20,11.968646382631936,0.0,SE
2006-08-27,23.111868876806497,7.662193729033285,SE
2006-09-03,11.555934438403249,0.0,SE
2006-09-10,11.143222494174562,7.367493970224313,SE
2006-09-17,0.0,7.367493970224313,SE
2006-09-24,0.0,14.440288181639652,SE
2006-10-01,21.873733044120435,7.367493970224313,SE
2006-10-08,0.0,0.0,SE
2006-10-15,0.0,0.0,SE
2006-10-22,10.317798605717186,14.145588422830679,SE
2006-10-29,0.0,20.92368287543705,SE
2006-11-05,39.620346645954,13.261489146403761,SE
2006-11-12,19.810173322977,6.483394693797394,SE
2006-11-19,0.0,13.556188905212734,SE
2006-11-26,0.0,6.483394693797394,SE
2006-12-03,0.0,6.483394693797394,SE
2006-12-10,0.0,0.0,SE
2006-12-17,21.04830915566306,0.0,SE
2006-12-24,12.381358326860626,0.0,SE
2006-12-31,0.0,7.367493970224313,SE
2007-01-07,9.079662773031123,12.377389869976845,SE
2007-01-14,0.0,12.082690111167873,SE
2007-01-21,17.74661360183356,5.893995176179451,SE
2007-01-28,0.0,18.271385046156293,SE
2007-02-04,8.666950828802436,5.893995176179451,SE
2007-02-11,0.0,5.893995176179451,SE
2007-02-18,9.079662773031123,0.0,SE
2007-02-25,0.0,11.49329059354993,SE
2007-03-04,8.666950828802436,0.0,SE
2007-03-11,8.254238884573747,5.5992954173704765,SE
2007-03-18,0.0,5.5992954173704765,SE
2007-03-25,16.921189713376187,5.5992954173704765,SE
2007-04-01,9.079662773031123,5.893995176179451,SE
2007-04-08,0.0,11.49329059354993,SE
2007-04-15,8.254238884573747,5.5992954173704765,SE
2007-04-22,0.0,5.5992954173704765,SE
2007-04-29,16.921189713376187,0.0,SE
2007-05-06,7.841526940345062,10.314491558314037,SE
2007-05-13,7.4288149961163725,5.009895899752532,SE
2007-05-20,15.270341936461435,5.009895899752532,SE
2007-05-27,15.270341936461435,0.0,SE
2007-06-03,15.270341936461435,10.314491558314037,SE
2007-06-10,22.69915693257781,0.0,SE
2007-06-17,7.841526940345062,10.314491558314037,SE
2007-06-24,0.0,5.009895899752532,SE
2007-07-01,0.0,10.60919131712301,SE
2007-07-08,0.0,15.619087216875545,SE
2007-07-15,7.841526940345062,15.913786975684516,SE
2007-07-22,7.841526940345062,5.304595658561505,SE
2007-07-29,0.0,0.0,SE
2007-08-05,15.683053880690125,15.619087216875545,SE
2007-08-12,7.841526940345062,5.304595658561505,SE
2007-08-19,7.4288149961163725,29.469975880897252,SE
2007-08-26,0.0,4.71519614094356,SE
2007-09-02,7.016103051887686,4.71519614094356,SE
2007-09-09,0.0,0.0,SE
2007-09-16,20.635597211434373,9.135692523078148,SE
2007-09-23,13.619494159546685,18.271385046156293,SE
2007-09-30,0.0,8.840992764269174,SE
2007-10-07,6.603391107658999,8.840992764269174,SE
2007-10-14,6.603391107658999,4.420496382134587,SE
2007-10-21,0.0,8.546293005460203,SE
2007-10-28,26.000852486407307,8.840992764269174,SE
2007-11-04,6.190679163430311,4.125796623325615,SE
2007-11-11,16.921189713376187,0.0,SE
2007-11-18,12.79407027108931,8.546293005460203,SE
2007-11-25,0.0,4.125796623325615,SE
2007-12-02,0.0,8.251593246651229,SE
2007-12-09,6.190679163430311,16.797886252111432,SE
2007-12-16,6.603391107658999,8.840992764269174,SE
2007-12-23,7.841526940345062,16.20848673449349,SE
2007-12-30,14.444918048004062,4.71519614094356,SE
2008-01-06,11.968646382631936,12.082690111167873,SE
2008-01-13,29.302548040236807,19.74488384020116,SE
2008-01-20,41.271194422868746,7.956893487842258,SE
2008-01-27,5.777967219201624,7.956893487842258,SE
2008-02-03,5.777967219201624,4.125796623325615,SE
2008-02-10,5.777967219201624,7.662193729033285,SE
2008-02-17,16.921189713376187,11.49329059354993,SE
2008-02-24,11.143222494174562,11.198590834740958,SE
2008-03-02,11.143222494174562,11.198590834740958,SE
2008-03-09,11.143222494174562,7.367493970224313,SE
2008-03-16,11.968646382631936,0.0,SE
2008-03-23,0.0,15.324387458066573,SE
2008-03-30,5.365255274972936,7.367493970224313,SE
2008-04-06,16.50847776914749,10.903891075931982,SE
2008-04-13,5.365255274972936,10.903891075931982,SE
2008-04-20,16.921189713376187,11.198590834740958,SE
2008-04-27,11.555934438403249,19.15548432258321,SE
2008-05-04,5.365255274972936,0.0,SE
2008-05-11,10.730510549945873,3.5363971057076697,SE
2008-05-18,10.730510549945873,18.271385046156293,SE
2008-05-25,5.365255274972936,0.0,SE
2008-06-01,21.461021099891752,17.976685287347323,SE
2008-06-08,0.0,7.367493970224313,SE
2008-06-15,0.0,0.0,SE
2008-06-22,5.777967219201624,3.8310968645166414,SE
2008-06-29,0.0,15.324387458066573,SE
2008-07-06,16.921189713376187,15.029687699257595,SE
2008-07-13,5.365255274972936,3.8310968645166414,SE
2008-07-20,16.921189713376187,3.8310968645166414,SE
2008-07-27,0.0,10.903891075931982,SE
2008-08-03,5.365255274972936,7.367493970224313,SE
2008-08-10,28.477124151779428,7.662193729033285,SE
2008-08-17,5.365255274972936,0.0,SE
2008-08-24,5.365255274972936,3.5363971057076697,SE
2008-08-31,10.317798605717186,6.778094452606367,SE
2008-09-07,9.905086661488498,10.019791799505064,SE
2008-09-14,9.905086661488498,16.503186493302458,SE
2008-09-21,14.857629992232745,3.2416973468986976,SE
2008-09-28,9.905086661488498,3.2416973468986976,SE
2008-10-05,0.0,9.725092040696092,SE
2008-10-12,9.49237471725981,6.483394693797394,SE
2008-10-19,4.539831386515561,12.672089628785818,SE
2008-10-26,12.381358326860626,19.450184081392184,SE
2008-11-02,4.952543330744249,6.483394693797394,SE
2008-11-09,4.539831386515561,2.946997588089725,SE
2008-11-16,9.49237471725981,9.43039228188712,SE
2008-11-23,18.57203749029093,15.619087216875545,SE
2008-11-30,18.159325546062245,12.082690111167873,SE
2008-12-07,9.079662773031123,6.188694934988423,SE
2008-12-14,9.49237471725981,12.672089628785818,SE
2008-12-21,11.555934438403249,3.8310968645166414,SE
2008-12-28,0.0,0.0,SE
2009-01-04,9.079662773031123,2.946997588089725,SE
2009-01-11,4.539831386515561,8.840992764269174,SE
2009-01-18,8.666950828802436,17.387285769729377,SE
2009-01-25,4.127119442286872,2.946997588089725,SE
2009-02-01,12.381358326860626,2.946997588089725,SE
2009-02-08,4.127119442286872,14.145588422830679,SE
2009-02-15,0.0,8.546293005460203,SE
2009-02-22,8.254238884573747,8.546293005460203,SE
2009-03-01,4.127119442286872,11.198590834740958,SE
2009-03-08,13.619494159546685,14.887795222794015,SE
2009-03-15,6.809747079773342,5.042640317397973,SE
2009-03-22,6.603391107658999,4.80251458799807,SE
2009-03-29,6.809747079773342,5.042640317397973,SE
2009-04-05,0.0,2.6413830233989386,SE
2009-04-12,7.016103051887686,2.6413830233989386,SE
2009-04-19,6.809747079773342,14.887795222794015,SE
2009-04-26,6.809747079773342,10.085280634795946,SE
2009-05-03,13.413138187432342,4.80251458799807,SE
2009-05-10,3.3016955538295,4.80251458799807,SE
2009-05-17,6.603391107658999,7.203771881997105,SE
2009-05-24,6.603391107658999,4.80251458799807,SE
2009-05-31,0.0,9.364903446596239,SE
2009-06-07,16.09576582491881,4.80251458799807,SE
2009-06-14,6.397035135544655,9.364903446596239,SE
2009-06-21,6.397035135544655,9.60502917599614,SE
2009-06-28,3.3016955538295,9.845154905396043,SE
2009-07-05,9.905086661488498,9.60502917599614,SE
2009-07-12,6.603391107658999,0.0,SE
2009-07-19,10.111442633602842,9.845154905396043,SE
2009-07-26,3.3016955538295,4.80251458799807,SE
2009-08-02,6.809747079773342,7.443897611397007,SE
2009-08-09,6.603391107658999,2.401257293999035,SE
2009-08-16,6.603391107658999,19.450184081392184,SE
2009-08-23,3.0953395817151566,2.401257293999035,SE
2009-08-30,6.190679163430311,9.124777717196332,SE
2009-09-06,3.0953395817151566,4.562388858598166,SE
2009-09-13,3.0953395817151566,4.322263129198261,SE
2009-09-20,5.984323191315968,6.723520423197299,SE
2009-09-27,2.888983609600812,15.368046681593823,SE
2009-10-04,14.857629992232745,8.644526258396525,SE
2009-10-11,20.635597211434373,12.966789387594789,SE
2009-10-18,5.777967219201624,12.486537928794984,SE
2009-10-25,2.888983609600812,4.322263129198261,SE
2009-11-01,2.888983609600812,4.08213739979836,SE
2009-11-08,8.460594856688093,12.24641219939508,SE
2009-11-15,5.571611247087281,4.08213739979836,SE
2009-11-22,17.333901657604873,12.726663658194886,SE
2009-11-29,5.571611247087281,10.085280634795946,SE
2009-12-06,8.460594856688093,6.243268964397492,SE
2009-12-13,2.888983609600812,2.1611315645991307,SE
2009-12-20,0.0,2.401257293999035,SE
2009-12-27,3.3016955538295,4.80251458799807,SE
2010-01-03,8.254238884573747,12.24641219939508,SE
2010-01-10,7.841526940345062,0.0,SE
2010-01-17,7.841526940345062,11.526035011195367,SE
2010-01-24,2.4762716653721246,17.04892678739315,SE
2010-01-31,15.47669790857578,7.684023340796911,SE
2010-02-07,7.635170968230717,3.842011670398456,SE
2010-02-14,10.52415457783153,9.60502917599614,SE
2010-02-21,10.111442633602842,7.443897611397007,SE
2010-02-28,7.635170968230717,5.763017505597683,SE
2010-03-07,7.635170968230717,7.443897611397007,SE
2010-03-14,2.4762716653721246,9.364903446596239,SE
2010-03-21,2.4762716653721246,3.842011670398456,SE
2010-03-28,5.365255274972936,7.924149070196817,SE
2010-04-04,5.365255274972936,7.924149070196817,SE
2010-04-11,2.4762716653721246,7.443897611397007,SE
2010-04-18,10.111442633602842,5.522891776197781,SE
2010-04-25,13.000426243203654,9.60502917599614,SE
2010-05-02,5.365255274972936,11.766160740595273,SE
2010-05-09,10.52415457783153,13.447040846394598,SE
2010-05-16,7.841526940345062,3.842011670398456,SE
2010-05-23,13.206782215318,11.526035011195367,SE
2010-05-30,10.730510549945873,6.003143234997588,SE
2010-06-06,15.683053880690125,5.763017505597683,SE
2010-06-13,13.413138187432342,6.003143234997588,SE
2010-06-20,2.6826276374864686,5.763017505597683,SE
2010-06-27,5.158899302858593,3.842011670398456,SE
2010-07-04,4.952543330744249,7.443897611397007,SE
2010-07-11,4.952543330744249,11.045783552395562,SE
2010-07-18,7.4288149961163725,9.124777717196332,SE
2010-07-25,4.952543330744249,9.124777717196332,SE
2010-08-01,12.381358326860626,3.6018859409985526,SE
2010-08-08,4.952543330744249,9.124777717196332,SE
2010-08-15,12.17500235474628,8.884651987796431,SE
2010-08-22,4.746187358629905,6.9636461525971995,SE
2010-08-29,2.2699156932577806,10.085280634795946,SE
2010-09-05,11.762290410517592,6.9636461525971995,SE
2010-09-12,2.2699156932577806,6.723520423197299,SE
2010-09-19,4.539831386515561,6.723520423197299,SE
2010-09-26,2.2699156932577806,9.845154905396043,SE
2010-10-03,4.539831386515561,6.483394693797394,SE
2010-10-10,11.143222494174562,14.647669493394115,SE
2010-10-17,2.2699156932577806,11.285909281795465,SE
2010-10-24,6.603391107658999,4.80251458799807,SE
2010-10-31,10.730510549945873,6.243268964397492,SE
2010-11-07,4.333475414401218,7.924149070196817,SE
2010-11-14,10.52415457783153,6.243268964397492,SE
2010-11-21,8.460594856688093,7.924149070196817,SE
2010-11-28,4.127119442286872,7.684023340796911,SE
2010-12-05,6.397035135544655,9.364903446596239,SE
2010-12-12,2.0635597211434367,7.684023340796911,SE
2010-12-19,4.746187358629905,10.32540636419585,SE
2010-12-26,2.4762716653721246,0.0,SE
2011-01-02,8.460594856688093,9.364903446596239,SE
2011-01-09,8.047882912459405,7.443897611397007,SE
2011-01-16,5.984323191315968,8.644526258396525,SE
2011-01-23,3.92076347017253,10.085280634795946,SE
2011-01-30,5.571611247087281,6.9636461525971995,SE
2011-02-06,1.8572037490290931,10.085280634795946,SE
2011-02-13,5.777967219201624,12.726663658194886,SE
2011-02-20,11.555934438403249,7.203771881997105,SE
2011-02-27,1.8572037490290931,8.404400528996623,SE
2011-03-06,5.777967219201624,14.167418034594311,SE
2011-03-13,15.270341936461435,6.9636461525971995,SE
2011-03-20,7.635170968230717,5.522891776197781,SE
2011-03-27,7.635170968230717,18.249555434392665,SE
2011-04-03,7.635170968230717,15.368046681593823,SE
2011-04-10,7.635170968230717,17.04892678739315,SE
2011-04-17,4.127119442286872,8.884651987796431,SE
2011-04-24,3.92076347017253,10.085280634795946,SE
2011-05-01,3.92076347017253,8.644526258396525,SE
2011-05-08,5.777967219201624,9.845154905396043,SE
2011-05-15,9.49237471725981,11.285909281795465,SE
2011-05-22,11.349578466288905,6.9636461525971995,SE
2011-05-29,5.777967219201624,7.203771881997105,SE
2011-06-05,5.571611247087281,9.60502917599614,SE
2011-06-12,11.349578466288905,6.9636461525971995,SE
2011-06-19,13.413138187432342,9.845154905396043,SE
2011-06-26,7.635170968230717,12.726663658194886,SE
2011-07-03,11.555934438403249,9.845154905396043,SE
2011-07-10,5.777967219201624,8.644526258396525,SE
2011-07-17,7.635170968230717,5.522891776197781,SE
2011-07-24,9.698730689374155,5.763017505597683,SE
2011-07-31,13.413138187432342,4.08213739979836,SE
2011-08-07,13.206782215318,15.127920952193925,SE
2011-08-14,13.206782215318,6.9636461525971995,SE
2011-08-21,9.079662773031123,9.364903446596239,SE
2011-08-28,3.7144074980581863,6.723520423197299,SE
2011-09-04,8.87330680091678,5.282766046797877,SE
2011-09-11,7.016103051887686,8.884651987796431,SE
2011-09-18,3.508051525943843,12.726663658194886,SE
2011-09-25,6.809747079773342,7.684023340796911,SE
2011-10-02,1.6508477769147498,17.769303975592862,SE
2011-10-09,7.521213192585482,9.853435102961557,SE
2011-10-16,5.469973230971261,12.834306226546564,SE
2011-10-23,7.521213192585482,11.716479555202188,SE
2011-10-30,5.697888782261732,14.697350678787195,SE
2011-11-06,9.116622051618767,14.324741788339072,SE
2011-11-13,7.293297641295013,8.362999541169053,SE
2011-11-20,3.6466488206475063,11.716479555202188,SE
2011-11-27,7.293297641295013,3.8916928557915393,SE
2011-12-04,8.888706500328297,12.461697336098439,SE
2011-12-11,1.8233244103237536,2.401257293999035,SE
2011-12-18,7.521213192585482,5.754737308032169,SE
2011-12-25,4.1024799232284455,7.617781760272798,SE
2012-01-01,11.167862013232991,9.853435102961557,SE
2012-01-08,5.2420576796807925,6.499955088928423,SE
2012-01-15,8.43287539774736,10.598652883857813,SE
2012-01-22,8.43287539774736,7.617781760272798,SE
2012-01-29,6.837466538714075,14.697350678787195,SE
2012-02-05,10.028284256780642,10.22604399340968,SE
2012-02-12,10.256199808071118,18.796048473716585,SE
2012-02-19,5.014142128390321,6.499955088928423,SE
2012-02-26,6.837466538714075,13.206915116994693,SE
2012-03-04,8.43287539774736,10.22604399340968,SE
2012-03-11,6.609550987423607,10.22604399340968,SE
2012-03-18,13.447017526137685,11.716479555202188,SE
2012-03-25,13.447017526137685,13.206915116994693,SE
2012-04-01,7.065382090004544,7.990390650720927,SE
2012-04-08,5.2420576796807925,5.009519527135918,SE
2012-04-15,3.4187332693570376,15.815177350131574,SE
2012-04-22,8.204959846456891,7.617781760272798,SE
2012-04-29,6.837466538714075,14.697350678787195,SE
2012-05-06,1.5954088590332844,6.127346198480296,SE
2012-05-13,6.609550987423607,11.716479555202188,SE
2012-05-20,6.609550987423607,8.735608431617178,SE
2012-05-27,5.014142128390321,8.735608431617178,SE
2012-06-03,3.190817718066569,13.952132897890944,SE
2012-06-10,6.609550987423607,13.206915116994693,SE
2012-06-17,5.014142128390321,10.22604399340968,SE
2012-06-24,9.800368705490175,8.735608431617178,SE
2012-07-01,3.4187332693570376,9.108217322065304,SE
2012-07-08,6.837466538714075,9.108217322065304,SE
2012-07-15,13.447017526137685,9.108217322065304,SE
2012-07-22,8.43287539774736,9.108217322065304,SE
