,objective,base_score,booster,colsample_bylevel,colsample_bynode,colsample_bytree,gamma,gpu_id,importance_type,interaction_constraints,learning_rate,max_delta_step,max_depth,min_child_weight,missing,monotone_constraints,n_estimators,n_jobs,num_parallel_tree,random_state,reg_alpha,reg_lambda,scale_pos_weight,subsample,tree_method,validate_parameters,verbosity,0_neut_validation_corr_mean,0_neut_validation_corr_std,0_neut_validation_sharpe,0_neut_max_drawdown,0_neut_max_feature_exposure,0_neut_feature_neutral_mean,0_neut_validation_mmc_mean,0_neut_validation_mmc_sharpe,0_neut_corr_plus_mmc_mean,0_neut_corr_plus_mmc_sharpe,0_neut_corr_with_example_preds,0.5_neut_validation_corr_mean,0.5_neut_validation_corr_std,0.5_neut_validation_sharpe,0.5_neut_max_drawdown,0.5_neut_max_feature_exposure,0.5_neut_feature_neutral_mean,0.5_neut_validation_mmc_mean,0.5_neut_validation_mmc_sharpe,0.5_neut_corr_plus_mmc_mean,0.5_neut_corr_plus_mmc_sharpe,0.5_neut_corr_with_example_preds,1_neut_validation_corr_mean,1_neut_validation_corr_std,1_neut_validation_sharpe,1_neut_max_drawdown,1_neut_max_feature_exposure,1_neut_feature_neutral_mean,1_neut_validation_mmc_mean,1_neut_validation_mmc_sharpe,1_neut_corr_plus_mmc_mean,1_neut_corr_plus_mmc_sharpe,1_neut_corr_with_example_preds
0,reg:squarederror,0.5,gbtree,1,1,1.0,0,0,gain,,0.300000012,0,6,1,,(),10,12,1,0,0,1,1,1.0,gpu_hist,1,,0.009218364,0.013096175,0.703897389,-0.023270783,0.009434983,0.00461823,0.001424782,0.136651621,0.010643145,0.472536111,0.274471396,0.009173081,0.013089381,0.700803316,-0.023232921,0.009474828,0.004616472,0.001418045,0.135703072,0.010591126,0.469634453,0.273165091,0.009124235,0.013084812,0.69731492,-0.023141518,0.009297169,0.004604231,0.001413653,0.134996092,0.010537888,0.466623317,0.271642197
1,reg:squarederror,0.5,gbtree,1,1,0.05,0,0,gain,,0.003,0,5,1,,(),5000,12,1,0,0,1,1,1.0,gpu_hist,1,,0.0258487906092498,0.0293413045317378,0.8809693713955273,-0.0722231594348103,0.2872651297338611,0.0190154441475188,0.0012879772701815,0.2195192765179237,0.0271367678794314,0.8070303845530435,0.9105345329198452,0.0270824573692714,0.0240827612612865,1.12455781442334,-0.0257735978449507,0.1935172738205881,0.0197425687591805,0.0036315675380698,0.6448794543718595,0.0307140249073412,1.1640666630483971,0.8417212199673959,0.0229521838264243,0.0164058259701742,1.3990264109927393,-0.0237653127319201,0.014687487950448,0.0197202633955862,0.0070578718265062,0.594902270295081,0.0300100556529306,1.1799812460051131,0.5149979044656198
2,reg:squarederror,0.5,gbtree,1,1,0.14,0,0,gain,,0.012,0,5,1,,(),2000,12,1,0,0,1,1,1.0,gpu_hist,1,,0.0279736901698003,0.0265635589692032,1.0530851759070383,-0.0630623094168421,0.2611529698352879,0.0205454456486582,0.0030778121689174,0.7137653752829749,0.0310515023387178,1.079170453237144,0.9021938253810612,0.0285428456340644,0.0219282759361411,1.301645679632361,-0.0353963618606192,0.1695230174092601,0.0212869656833803,0.0053576367651416,0.9511372178838656,0.033900482399206,1.4472742533243026,0.8114918914372057,0.0237107943016954,0.0159596156210242,1.485674521537988,-0.0304151350462691,0.00996001478326,0.0209050012027469,0.0077287318266454,0.710115837259116,0.0314395261283409,1.314406709496649,0.5112020032682586
3,reg:squarederror,0.5,gbtree,1,1,0.05,0,0,gain,,0.005,0,5,1,,(),4000,12,1,0,0,1,1,1.0,gpu_hist,1,,0.0269507516470649,0.0280506453013971,0.96078900707937,-0.0596943730298478,0.2756436590047764,0.0193593387787561,0.0020950322701937,0.4029588799487927,0.0290457839172587,0.9276012457093276,0.9126405676919,0.0277171491916518,0.0229973600854948,1.205231778282842,-0.0262596605595235,0.1829215541465726,0.019717236531945,0.004267006022581,0.6955296397806812,0.0319841552142329,1.2784856894038064,0.8347641712780925,0.0230277917065053,0.01616263908179,1.4247544345929313,-0.0219164857042837,0.0131625250284245,0.0192752256316253,0.0070785664441633,0.5932840356093197,0.0301063581506687,1.1945518569427875,0.5177223767793595
4,reg:squarederror,0.5,gbtree,1,1,0.12,0,0,gain,,0.008,0,5,1,,(),2000,12,1,0,0,1,1,0.75,gpu_hist,1,,0.0270439312586883,0.0274367446693644,0.9856829439713132,-0.0570111522488399,0.2736587905219695,0.0195900313162191,0.0022367617620766,0.4271323556377235,0.029280693020765,0.9626710888364908,0.9087909746545164,0.0280915834024962,0.0224431310317905,1.2516784473033022,-0.0286860056249911,0.1827920900211671,0.0202151841337122,0.0045935287777832,0.7363181539384177,0.0326851121802794,1.34910350306543,0.8322737772957521,0.0235108351360601,0.0159371747587588,1.475219760838664,-0.0245145331204748,0.0136078044623003,0.0199218918322631,0.0075826459343904,0.6153600930616046,0.0310934810704506,1.2211536656263882,0.5109246282796107
5,reg:squarederror,0.5,gbtree,1,1,0.07,0,0,gain,,0.003,0,5,1,,(),4000,12,1,0,0,1,1,0.75,gpu_hist,1,,0.024702946510674763,0.028871703567965243,0.85561097745836,-0.07535852369461837,0.2957368084729023,0.0172799461416271,0.0005248469767743299,0.08194264327624885,0.025227793487449097,0.7594870499697122,0.9046181322526163,0.025479404540902056,0.022863188503287526,1.1144291854672126,-0.03207561787795643,0.20190481990718487,0.017676626036959565,0.0023925986779238886,0.44193215734448765,0.027872003218825936,1.147904445743286,0.8418013589107378,0.02096734139505282,0.014929702056097534,1.4044045431227756,-0.025133126057954813,0.015909627516598395,0.017351150297637633,0.005682322451380713,0.45996991330606823,0.026649663846433528,1.0909478249577977,0.5075083352606414
